item_desc,category_desc,sub_category_desc,item_number
ลาโรช-โพเซย์ เมลา บี3 เซรั่ม 30มล.(ข),เวชสำอางค์,ผิวขาว,553
ลาโรช-โพเซย์ ซิคาพลาส โบม บี5+ 40 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,554
ลาโรช-โพเซย์ ไฮยาลู บี 5 เซรั่ม 30 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,555
ลาโรช-โพเซย์ ยูวีมูน400ออยล์คอนโทรลฟลูอิด 50มล.(ข),เวชสำอางค์,กันแดด,556
ลาโรช-โพเซย์ ยูวีมูน400ดาร์กสปอตฟลูอิด 50 มล.(ข),เวชสำอางค์,กันแดด,557
เซตาฟิล เอ็กซ์ฟอลิเอทติ้ง เอสเอ คลีนเซอร์ 236 มล.,เวชสำอางค์,ผิวแพ้ง่าย,558
เซตาฟิล เอ็กซ์ฟอลิเอทติ้ง เอสเอ คลีนเซอร์ 473 มล.,เวชสำอางค์,ผิวแพ้ง่าย,559
เซตาฟิล เอ็กซ์ฟอลิเอทติ้ง เอสเอ โลชั่น 236 มล.,เวชสำอางค์,ผิวแพ้ง่าย,560
เซราวี อินเทนซีฟ มอยซ์เจอไรซิ่ง โลชั่น 88 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,561
เซราวี อินเทนซีฟ มอยซ์เจอไรซิ่ง โลชั่น 473 มล.(ข),เวชสำอางค์,ผิวแพ้ง่าย,562
ครีมยูร่าพิงค์คิชไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,563
เจลบำรุงผิวหน้าฮาดะลาโบะเพอร์เฟค3 in1,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,564
โลชั่นนีเวียซันโพรเท็ค&ไวท์ เฟซ SPF50 50 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,565
ครีมยูร่าคอมพลีทไวท์6อิน1,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,566
pโลชั่นฮาดะลาโบะไฮเดรทติ้ง 30 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,567
ครีมพอนด์สเอจมิราเคิล (เดย์),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,568
ครีมพอนด์สไลท์เทนแอนด์รีนิว,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,569
ครีมลดเลือนรอยสิวดร.สมชาย(ชมพู),ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,570
โลชั่นโอเลย์ไวท์เรเดียนซ์ อินเทนซีฟ,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,571
ครีมนูโทรจีนาไฮโดรบูสสูตรเจล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,572
ครีมพอนด์สฟลอเลสไวท์UVส้ม(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,573
ครีมกันแดดKAยูวีไวท์เทนนิ่ง,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,574
ครีมพอนด์สฟลอเลสไวท์เนเชอรัล เขียว (ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,575
ผงหอมศรีจันทร์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,576
ครีมโอเลย์เนเชอรัลไวท์(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,577
ครีมพอนด์สฟลอเลสไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,578
ครีมสเนลไวท์(แพ็ค3),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,579
เจลพอนด์สฟลอเลสไวท์ดิวอี้โรส,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,580
pเซรั่มเคที่ดอลล์ 3in1 บีวีนอม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,581
เซรั่มครีมการ์นิเย่เมนแอคโนไฟท์ไบรท์เทนนิ่ง 20 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,582
ครีมโอเลย์โททัลเอ็ฟเฟ็คส์(เล็ก),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,583
ครีมบำรุงผิวหน้าสเนลไวท์เล็ก(ด),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,584
ครีมแพนแอคนิแคร์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,585
pเจลเคที่ดอลล์ไฟเบอร์ไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,586
pเจลแต้มสิวสมูทอี 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,587
pครีมลอรีอัลรีไวทัลลิฟท์(ไนท์),ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,588
ครีมโอเลย์โททัลเอ็ฟเฟ็คส์,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,589
ซี่รั่มนีเวียวิซาจไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,590
โลชั่นโอเลย์เนเจอรัลไวท์,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,591
ครีมพอนด์สฟลอเลสไวท์ดิวอี้โรส ซอง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,592
ครีมเค.เอ.ไวท์สปอท(ชมพู),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,593
แบล็คเฮดมาส์กเคที่ดอลล์(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,594
ครีมเคที่ดอลล์มิลค์กี้สแปลชฯ ซอง,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,595
วอเตอร์สแปลชเอสเซนต์เคที่ดอลล์(ซอง),ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,596
สมุนไพรขัดหน้าปทุมมาศ,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,597
ครีมสเนลไวท์ 50 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,598
โลชั่นกันแดดKA UV SPF70,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,599
ครีมกันแดดลอรีอัลUVเพอร์เฟ็คท์ SPF50 (ขาว),ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,600
